SourceFile,BlueMatrixColumn,BlueTRC,CMMFlags,ColorSpaceData,ConnectionSpaceIlluminant,CreateDate,Creator,CreatorTool,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocumentID,Error,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Format,GreenMatrixColumn,GreenTRC,HasXFA,HistoryAction,HistoryChanged,HistoryParameters,HistorySoftwareAgent,HistoryWhen,InstanceID,Language,Linearized,Luminance,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEType,ModifyDate,OriginalDocumentID,PageCount,PDFVersion,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,TaggedPDF,Technology,Trapped,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,XMPToolkit
Audit+and+Risk+Comm+Charter+%28Dec+2023%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:48-04:00,2024:04:17 16:57:48-04:00,2024:04:17 16:57:48-04:00,Audit+and+Risk+Comm+Charter+%28Dec+2023%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit+and+Risk+Comm+Charter+%28Feb+5%2C+2021%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:53-04:00,2024:04:17 16:57:53-04:00,2024:04:17 16:57:53-04:00,Audit+and+Risk+Comm+Charter+%28Feb+5%2C+2021%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit+and+Risk+Comm+Charter+%28Sept+2022%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:49-04:00,2024:04:17 16:57:49-04:00,2024:04:17 16:57:49-04:00,Audit+and+Risk+Comm+Charter+%28Sept+2022%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit+Committee+Charter_%28Sept+2019%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:53:03-04:00,2024:04:17 16:53:03-04:00,2024:04:17 16:53:03-04:00,Audit+Committee+Charter_%28Sept+2019%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit+Committee+Charter+%28Sept+2020%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:42-04:00,2024:04:17 16:52:42-04:00,2024:04:17 16:52:42-04:00,Audit+Committee+Charter+%28Sept+2020%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit+Committee+Charter+-+Revised+December+12+2017.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:56:58-04:00,2024:04:17 16:56:58-04:00,2024:04:17 16:56:58-04:00,Audit+Committee+Charter+-+Revised+December+12+2017.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIPOTLE+_10K_Ebook+proof+V2+color.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:34-04:00,2024:04:17 16:52:34-04:00,2024:04:17 16:52:34-04:00,CHIPOTLE+_10K_Ebook+proof+V2+color.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle_2010+Annual+Report.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:28-04:00,2024:04:17 16:52:28-04:00,2024:04:17 16:52:28-04:00,Chipotle_2010+Annual+Report.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle_AR06.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:26-04:00,2024:04:17 16:52:26-04:00,2024:04:17 16:52:26-04:00,Chipotle_AR06.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle_Code_of_Ethics_External_02.17.2020.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:30-04:00,2024:04:17 16:52:30-04:00,2024:04:17 16:52:30-04:00,Chipotle_Code_of_Ethics_External_02.17.2020.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle_Corporate+Governance+Guidelines_May+2017.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:30-04:00,2024:04:17 16:52:30-04:00,2024:04:17 16:52:30-04:00,Chipotle_Corporate+Governance+Guidelines_May+2017.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle+-+Earnings+Release+Non-gaap+reconciliation+for+IR+site.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:52-04:00,2024:04:17 16:57:52-04:00,2024:04:17 16:57:52-04:00,Chipotle+-+Earnings+Release+Non-gaap+reconciliation+for+IR+site.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle+Government+Affairs+Engagement+Policy+2023+Revised+FINAL.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:55:40-04:00,2024:04:17 16:55:40-04:00,2024:04:17 16:55:40-04:00,Chipotle+Government+Affairs+Engagement+Policy+2023+Revised+FINAL.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle+Government+Affairs+Engagement+Policy+2023+Updated+9.25.23.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:51-04:00,2024:04:17 16:57:51-04:00,2024:04:17 16:57:51-04:00,Chipotle+Government+Affairs+Engagement+Policy+2023+Updated+9.25.23.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle+Government+Affairs+Engagement+Policy+2024.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:36-04:00,2024:04:17 16:52:36-04:00,2024:04:17 16:52:36-04:00,Chipotle+Government+Affairs+Engagement+Policy+2024.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle+Government+Affairs+Engagement+Policy.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:35-04:00,2024:04:17 16:52:35-04:00,2024:04:17 16:52:35-04:00,Chipotle+Government+Affairs+Engagement+Policy.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle+Q12023+NON-GAAP+RECONCILIATION.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:35-04:00,2024:04:17 16:52:35-04:00,2024:04:17 16:52:35-04:00,Chipotle+Q12023+NON-GAAP+RECONCILIATION.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIPOTLE-Q22023-NON-GAAP-RECONCILIATION.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:34-04:00,2024:04:17 16:52:34-04:00,2024:04:17 16:52:34-04:00,CHIPOTLE-Q22023-NON-GAAP-RECONCILIATION.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chipotle-sustainability-report-2020-executive-summary.pdf,,,,,,2021:04:14 21:51:03-07:00,Adobe InDesign 16.1 (Macintosh),Adobe InDesign 16.1 (Macintosh),xmp.did:62f84b37-95d9-4e3c-8b2c-e2142e4e7b7e,xmp.iid:a9fd489f-9035-42f2-a812-fcfbc2b8da21,xmp.did:9104ceaf-ed76-4c52-8aef-a004da2c3953,default,,,,,,.,xmp.id:25465b9f-877e-402b-9d6d-02fc77635a59,,12.70,2024:04:17 16:57:59-04:00,2024:04:17 16:58:02-04:00,2024:04:17 16:58:02-04:00,chipotle-sustainability-report-2020-executive-summary.pdf,-rw-r--r--,38 MB,PDF,pdf,application/pdf,,,,converted,/,from application/x-indesign to application/pdf,Adobe InDesign 16.1 (Macintosh),2021:04:14 21:51:03-07:00,uuid:d88bf380-2aae-0c47-9b95-c361ca72fd98,en-US,Yes,,,,,,,,,2021:04:14 21:51:35-07:00,application/pdf,2021:04:14 21:51:35-07:00,xmp.did:9104ceaf-ed76-4c52-8aef-a004da2c3953,18,1.4,,Adobe PDF Library 15.0,,,,,,,,,,,,,,proof:pdf,Yes,,False,,,,,"Adobe XMP Core 6.0-c004 79.164570, 2020/11/18-15:51:46        "
CMG_2011+Annual+Report.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:29-04:00,2024:04:17 16:52:29-04:00,2024:04:17 16:52:29-04:00,CMG_2011+Annual+Report.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code+of+Conduct+-+U.S._June2016.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:53:15-04:00,2024:04:17 16:53:15-04:00,2024:04:17 16:53:15-04:00,Code+of+Conduct+-+U.S._June2016.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code+of+Ethics+2021+-+External.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:37-04:00,2024:04:17 16:52:37-04:00,2024:04:17 16:52:37-04:00,Code+of+Ethics+2021+-+External.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code+of+Ethics_English_March-2023.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:31-04:00,2024:04:17 16:52:31-04:00,2024:04:17 16:52:31-04:00,Code+of+Ethics_English_March-2023.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code-of-Ethics-English-May2022-External.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:36-04:00,2024:04:17 16:52:36-04:00,2024:04:17 16:52:36-04:00,Code-of-Ethics-English-May2022-External.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code+of+Ethics+for+CEO+-+2018.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:53:59-04:00,2024:04:17 16:53:59-04:00,2024:04:17 16:53:59-04:00,Code+of+Ethics+for+CEO+-+2018.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code+of+Ethics+for+CFO+-+September+2013.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:47-04:00,2024:04:17 16:57:47-04:00,2024:04:17 16:57:47-04:00,Code+of+Ethics+for+CFO+-+September+2013.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code+of+Ethics+for+Executive+Chairman+-+2018.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:47-04:00,2024:04:17 16:57:47-04:00,2024:04:17 16:57:47-04:00,Code+of+Ethics+for+Executive+Chairman+-+2018.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation+Committee+Charter+%28Sept+2019%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:50-04:00,2024:04:17 16:52:50-04:00,2024:04:17 16:52:50-04:00,Compensation+Committee+Charter+%28Sept+2019%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation+Committee+Charter+%28Sept+2022%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:56-04:00,2024:04:17 16:52:56-04:00,2024:04:17 16:52:56-04:00,Compensation+Committee+Charter+%28Sept+2022%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation+People+and+Culture+Committee+Charter+%28Dec+2022%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:51-04:00,2024:04:17 16:57:51-04:00,2024:04:17 16:57:51-04:00,Compensation+People+and+Culture+Committee+Charter+%28Dec+2022%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corp+Gov+Guidelines-%28Sept+2019%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:40-04:00,2024:04:17 16:52:40-04:00,2024:04:17 16:52:40-04:00,Corp+Gov+Guidelines-%28Sept+2019%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate+Governance+Guidelines+%2812.11.20%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:56:44-04:00,2024:04:17 16:56:44-04:00,2024:04:17 16:56:44-04:00,Corporate+Governance+Guidelines+%2812.11.20%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivery+Service+Revenue.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:31-04:00,2024:04:17 16:52:31-04:00,2024:04:17 16:52:31-04:00,Delivery+Service+Revenue.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diversity+Statistics+2019-2021.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:39-04:00,2024:04:17 16:52:39-04:00,2024:04:17 16:52:39-04:00,Diversity+Statistics+2019-2021.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliation+for+IR+site+%28002%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:53-04:00,2024:04:17 16:57:53-04:00,2024:04:17 16:57:53-04:00,Earnings+Release+Non-gaap+reconciliation+for+IR+site+%28002%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliation+for+IR+site+FINAL.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:49-04:00,2024:04:17 16:57:49-04:00,2024:04:17 16:57:49-04:00,Earnings+Release+Non-gaap+reconciliation+for+IR+site+FINAL.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliation+for+IR+site.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:47-04:00,2024:04:17 16:57:47-04:00,2024:04:17 16:57:47-04:00,Earnings+Release+Non-gaap+reconciliation+for+IR+site.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliationforIRsite.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:33-04:00,2024:04:17 16:52:33-04:00,2024:04:17 16:52:33-04:00,Earnings+Release+Non-gaap+reconciliationforIRsite.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliation+for+IR+site+Q421+v+2.8.22.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:58:02-04:00,2024:04:17 16:58:02-04:00,2024:04:17 16:58:02-04:00,Earnings+Release+Non-gaap+reconciliation+for+IR+site+Q421+v+2.8.22.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliation+for+IR+site+Q422.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:48-04:00,2024:04:17 16:57:48-04:00,2024:04:17 16:57:48-04:00,Earnings+Release+Non-gaap+reconciliation+for+IR+site+Q422.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliation+for+IR+site+v+4.26.22+FINAL.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:58:02-04:00,2024:04:17 16:58:02-04:00,2024:04:17 16:58:02-04:00,Earnings+Release+Non-gaap+reconciliation+for+IR+site+v+4.26.22+FINAL.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliation+for+IR+site+v+FINAL.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:50-04:00,2024:04:17 16:57:50-04:00,2024:04:17 16:57:50-04:00,Earnings+Release+Non-gaap+reconciliation+for+IR+site+v+FINAL.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliation+Q12021.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:38-04:00,2024:04:17 16:52:38-04:00,2024:04:17 16:52:38-04:00,Earnings+Release+Non-gaap+reconciliation+Q12021.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Non-gaap+reconciliationQ22021.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:34-04:00,2024:04:17 16:52:34-04:00,2024:04:17 16:52:34-04:00,Earnings+Release+Non-gaap+reconciliationQ22021.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings+Release+Reconciliations+for+IR+site.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:40-04:00,2024:04:17 16:52:40-04:00,2024:04:17 16:52:40-04:00,Earnings+Release+Reconciliations+for+IR+site.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment-Related+Arbitration+Report+1.25.21.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:56:56-04:00,2024:04:17 16:56:56-04:00,2024:04:17 16:56:56-04:00,Employment-Related+Arbitration+Report+1.25.21.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment-related+Arbitration+Report+2021.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:39-04:00,2024:04:17 16:52:39-04:00,2024:04:17 16:52:39-04:00,Employment-related+Arbitration+Report+2021.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment-related+Arbitration+Report+2021+v2.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:53:19-04:00,2024:04:17 16:53:19-04:00,2024:04:17 16:53:19-04:00,Employment-related+Arbitration+Report+2021+v2.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exec+Officer+Recoupment+Policy+%28Oct+2%2C+2023%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:52-04:00,2024:04:17 16:57:52-04:00,2024:04:17 16:57:52-04:00,Exec+Officer+Recoupment+Policy+%28Oct+2%2C+2023%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exec+Stk+Ownership+Guidelines+-+2019.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:38-04:00,2024:04:17 16:52:38-04:00,2024:04:17 16:52:38-04:00,Exec+Stk+Ownership+Guidelines+-+2019.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Executive+Compensation+Recovery+Policy+%28Dec+2023%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:56:14-04:00,2024:04:17 16:56:14-04:00,2024:04:17 16:56:14-04:00,Executive+Compensation+Recovery+Policy+%28Dec+2023%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Executive+Stk+Ownership+Guidelines.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:32-04:00,2024:04:17 16:52:32-04:00,2024:04:17 16:52:32-04:00,Executive+Stk+Ownership+Guidelines.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government+Affairs+Contributions+Report_22623FINAL.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:33-04:00,2024:04:17 16:52:33-04:00,2024:04:17 16:52:33-04:00,Government+Affairs+Contributions+Report_22623FINAL.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR+Site+2.2.24+v0.4+FINAL.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:55:54-04:00,2024:04:17 16:55:54-04:00,2024:04:17 16:55:54-04:00,IR+Site+2.2.24+v0.4+FINAL.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nom+Corp+Gov+Comm+Charter+%2812.11.20%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:51-04:00,2024:04:17 16:57:51-04:00,2024:04:17 16:57:51-04:00,Nom+Corp+Gov+Comm+Charter+%2812.11.20%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nom+Corp+Gov+Comm+Charter+%28Sept+2021%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:48-04:00,2024:04:17 16:57:48-04:00,2024:04:17 16:57:48-04:00,Nom+Corp+Gov+Comm+Charter+%28Sept+2021%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominating+%26+Corporate+Gov+Comm+Charter+%289.14.23%29.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:53-04:00,2024:04:17 16:57:53-04:00,2024:04:17 16:57:53-04:00,Nominating+%26+Corporate+Gov+Comm+Charter+%289.14.23%29.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominating+and+Governance+Committee+Charter+-+September+12%2C+2017.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:52-04:00,2024:04:17 16:57:52-04:00,2024:04:17 16:57:52-04:00,Nominating+and+Governance+Committee+Charter+-+September+12%2C+2017.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP+Reconciliation_2018.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:52:33-04:00,2024:04:17 16:52:33-04:00,2024:04:17 16:52:33-04:00,Non-GAAP+Reconciliation_2018.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-gaap+reconciliation+for+IR+site+v+FINAL+10.21.21.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:57:54-04:00,2024:04:17 16:57:54-04:00,2024:04:17 16:57:54-04:00,Non-gaap+reconciliation+for+IR+site+v+FINAL+10.21.21.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-GAAP+reconciliation+for+IR+site+vFINAL.pdf,,,,,,,,,,,,,,,,,,.,,File is empty,12.70,2024:04:17 16:53:04-04:00,2024:04:17 16:53:04-04:00,2024:04:17 16:53:04-04:00,Non-GAAP+reconciliation+for+IR+site+vFINAL.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
