SourceFile,About,AnnotationUsageRights,AppleKeywords,AToB0,AToB1,AToB2,Author,AuthorsPosition,BlueMatrixColumn,BlueTRC,BToA0,BToA1,BToA2,ChromaticAdaptation,CMMFlags,ColorSpaceData,Company,ConnectionSpaceIlluminant,CreateDate,CreationDate,Creator,CreatorContactInfo,CreatorSubTool,CreatorTool,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocChangeCount,DocumentID,DocumentUsageRights,Encryption,Error,ExifToolVersion,Extracted,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,Format,FormUsageRights,FrameFix,Gamut,GrayTRC,GreenMatrixColumn,GreenTRC,GTS_PDFXConformance,GTS_PDFXVersion,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,ImageinfoCreatedate,ImageinfoDocParID,ImageinfoDocPath,ImageinfoImagesBottom,ImageinfoImagesDatalinkUID,ImageinfoImagesDirid,ImageinfoImagesFilename,ImageinfoImagesFullpath,ImageinfoImagesLeft,ImageinfoImagesRight,ImageinfoImagesScale,ImageinfoImagesSpread_index,ImageinfoImagesStatus,ImageinfoImagesTop,ImageinfoImagesVolumename,ImageinfoNofimages,ImageinfoVersion,IngredientsFilePath,InstanceID,Keywords,Language,Linearized,LineCount,Luminance,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,Modified,ModifyDate,NativeDisplayInfo,Newlines,NPages,NumPages,OriginalDocumentID,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PageMode,PDFVersion,Physicalheightininches,Physicalwidthininches,PlateNames,PreviewsCreatedate,PreviewsNofspreads,PreviewsSpreadsBase64_data,PreviewsSpreadsFormat,PreviewsSpreadsHeight,PreviewsSpreadsNumber_of_encoded_chunks,PreviewsSpreadsScale,PreviewsSpreadsSpread_index,PreviewsSpreadsUnencoded_size,PreviewsSpreadsWidth,PreviewsVersion,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-ar-EG,ProfileDescriptionML-ca-ES,ProfileDescriptionML-cs-CZ,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-el-GR,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-he-IL,ProfileDescriptionML-hr-HR,ProfileDescriptionML-hu-HU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nb-NO,ProfileDescriptionML-nl-NL,ProfileDescriptionML-no-NO,ProfileDescriptionML-pl-PL,ProfileDescriptionML-pt-BR,ProfileDescriptionML-pt-PO,ProfileDescriptionML-ro-RO,ProfileDescriptionML-ru-RU,ProfileDescriptionML-sk-SK,ProfileDescriptionML-sv-SE,ProfileDescriptionML-th-TH,ProfileDescriptionML-tr-TR,ProfileDescriptionML-uk-UA,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,SettingsSaveimageinfo,SettingsWhichpreviews,Sha1,SignatureUsageRights,SigningAuthority,SigningDate,Size,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartupProfile,State,Subject,SwatchColorantBlue,SwatchColorantGreen,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchGroupName,SwatchGroupType,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailsCreatedate,ThumbnailsNofspreads,ThumbnailsSpreadsFormat,ThumbnailsSpreadsHeight,ThumbnailsSpreadsImage,ThumbnailsSpreadsSpread_index,ThumbnailsSpreadsUnencoded_size,ThumbnailsSpreadsWidth,ThumbnailsVersion,ThumbnailWidth,Title,Trapped,UserAccess,Version,VersionID,VideoCardGamma,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Warning,WordCount,XMPToolkit,XPressPrivate
ma1635_imac_late2012_2013_qs.pdf,,,,,,,"Apple, Inc.",,,,,,,,,,,,2014:10:01 09:59:03-07:00,,"Apple, Inc.",,,Adobe InDesign CS6 (Macintosh),xmp.did:B359C5CE362068119109FC07C8D3A575,xmp.iid:CEBD05BCE623681197A5F5588C51A4DC,xmp.did:F77F117407206811994CBB077B820B27,default,,,,,,,.,,xmp.id:D0BD05BCE623681197A5F5588C51A4DC,,,,12.57,,2024:04:18 18:23:16-04:00,2024:04:18 18:23:17-04:00,2024:04:18 18:23:17-04:00,ma1635_imac_late2012_2013_qs.pdf,-rw-r--r--,18 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CS6 (Macintosh),2014:10:01 09:59:03-07:00,,,,,,,,,,,,,,,,,,,uuid:2f8033c2-4806-d740-9701-956e55cfc7e6,RO034-00350,,No,,,,,,,,,,,,,,,,,,,,2014:10:01 10:00:25-07:00,,application/pdf,,,2014:10:01 10:00:25-07:00,,,,,xmp.did:F77F117407206811994CBB077B820B27,2,,,,,,SinglePage,,1.5,,,,,,,,,,,,,,,,Adobe PDF Library 10.0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,RO034-00350,,,,,,,,,,Yes,,,,,,,,,,,,,,,iMac Quick Start Guide,False,,,,,,,,,[Minor] Ignored duplicate Info dictionary,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",
MacintoshToolboxEssentials.pdf,,,,,,,,,,,,,,,,,,,2000:03:24 15:18:15,,FrameMaker+SGML 5.5.6,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:50-04:00,2024:04:18 18:22:50-04:00,2024:04:18 18:22:50-04:00,MacintoshToolboxEssentials.pdf,-rw-r--r--,6.5 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2000:03:28 13:55:40-08:00,,,,,,909,,,,,,,UseOutlines,1.3,,,,,,,,,,,,,,,,Acrobat Distiller 4.0 for Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IM: Macintosh Toolbox Essentials,,,,,,,,,,,,,
mac_logo_license_agreement.pdf,,,,,,,"Sonnenberg, Paul",,0.15662 0.08336 0.71953,"(Binary data 14 bytes, use -b option to extract)",,,,1.04788 0.02292 -0.0502 0.02957 0.99049 -0.01706 -0.00923 0.01508 0.75165,"Not Embedded, Independent","RGB ",,0.9642 1 0.82491,2008:11:05 09:48:47-06:00,2008:11:05 09:48:47-06:00,"Sonnenberg, Paul",,,,,,,,,"Reflective, Glossy, Positive, Color",Apple Computer Inc.,,,,.,,,,Standard V1.2 (40-bit),,12.57,,2024:04:18 18:21:11-04:00,2024:04:18 18:21:11-04:00,2024:04:18 18:21:11-04:00,mac_logo_license_agreement.pdf,-rw-r--r--,94 kB,PDF,pdf,,,,,,,,,,,,,0.35332 0.67441 0.09042,"(Binary data 14 bytes, use -b option to extract)",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,0.95047 1 1.0891,2008:11:05 09:50:37-06:00,,application/pdf,2008:11:05 09:50:37-06:00,,2008:11:05 09:50:37-06:00,"(Binary data 56 bytes, use -b option to extract)",,,,,3,,,,,,,,1.4,,,,,,,,,,,,,,,Apple Computer Inc.,Mac OS X 10.4.11 Quartz PDFContext,Display Device Profile,Apple Computer Inc.,"XYZ ","Copyright 2002 - 2003 Apple Computer Inc., all rights reserved.",Apple Computer Inc.,2002:05:13 12:00:00,Generic RGB Profile,Generic RGB Profile,,,,Generel RGB-beskrivelse,Allgemeines RGB-Profil,,Perfil RGB Genérico,Yleinen RGB-profiili,Profil Générique RVB,,,,Profilo RGB Generico,一般 RGB プロファイル,일반 RGB 프로파일,,Algemeen RGB-profiel,Generisk RGB-profil,,Perfil RGB Genérico,,,,,Generisk RGB-profil,,,,普通 RGB 描述文件,通用 RGB 色彩描述,acsp,0,2.2.0,,0.45427 0.24263 0.01482,"(Binary data 14 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - MacLogoTMLicense11/5/08,,"Print, Annotate, Fill forms, Extract, Assemble, Print high-res",,,"(Binary data 48 bytes, use -b option to extract)",,,,,,,,
macOS_All_New_Features.PDF,,,,,,,,,,,,,,,,,,,2023:12:08 20:29:33Z,,Pages,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:07-04:00,2024:04:18 18:22:07-04:00,2024:04:18 18:22:07-04:00,macOS_All_New_Features.PDF,-rw-r--r--,3.2 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2023:12:08 20:29:33Z,,,,,,14,,,,,,,,1.4,,,,,,,,,,,,,,,,macOS Version 13.2.1 (Build 22D68) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,New_features_available_with_macOS_Sonoma_Guide,,,,,,,,,,,,,
MacOS_RT_Architectures.pdf,,,,,,,,,,,,,,,,,,,2000:03:03 13:06:29,,FrameMaker+SGML 5.5.6,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:23:06-04:00,2024:04:18 18:23:06-04:00,2024:04:18 18:23:06-04:00,MacOS_RT_Architectures.pdf,-rw-r--r--,1583 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2000:05:08 14:14:28-07:00,,,,,,292,,,,,,,UseOutlines,1.3,,,,,,,,,,,,,,,,Acrobat Distiller 4.05 for Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac OS Runtime Architectures for System 7 Through Mac OS 9,,,,,,,,,,,,,
mainstage-instruments-user-guide.pdf,,,,,,,Apple Inc.,,,,,,,,,,,,2023:10:31 17:32:38-07:00,,Apple Inc.,,,Adobe InDesign 18.2 (Macintosh),xmp.did:b506b8b4-c685-4240-a56c-d91d1465033f,xmp.iid:7ee0109a-93b7-4480-aaa3-de3286baf282,xmp.did:b506b8b4-c685-4240-a56c-d91d1465033f,default,028-00695,,,,,,.,,xmp.id:b98b59ac-f8f0-4f0a-9970-18205b537885,,,,12.57,,2024:04:18 18:23:44-04:00,2024:04:18 18:23:44-04:00,2024:04:18 18:23:44-04:00,mainstage-instruments-user-guide.pdf,-rw-r--r--,22 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,No,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 18.2 (Macintosh),2023:10:31 17:32:38-07:00,,,,,,,,,,,,,,,,,,,uuid:41d21be1-2826-804d-ae49-4885301e6a14,,en-US,Yes,,,,,,,,,,,,,,,,,,,,2023:10:31 17:50:14-07:00,,application/pdf,,,2023:10:31 17:50:14-07:00,,,,,xmp.did:b506b8b4-c685-4240-a56c-d91d1465033f,761,,,,,,,,1.5,,,,,,,,,,,,,,,,Adobe PDF Library 17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,028-00695,,,,,,,,,,Yes,,,,,,,,,,,,,,,MainStage Instruments,False,,,,,,,,,,,"Adobe XMP Core 9.1-c001 79.2a0d8d9, 2023/03/14-11:19:46        ",
mainstage-user-guide.pdf,,,,,,,Apple Inc.,,,,,,,,,,,,2023:10:25 16:46:26-07:00,,Apple Inc.,,,Adobe InDesign 18.2 (Macintosh),xmp.did:8b9e90c6-76e7-4264-a687-c16468d4f9bd,xmp.iid:7e17ebb3-4a47-4de5-8d29-229e1dd12464,xmp.did:8b9e90c6-76e7-4264-a687-c16468d4f9bd,default,028-00693,,,,,,.,,xmp.id:7eadac65-42f1-4cb3-9099-3636a798c284,,,,12.57,,2024:04:18 18:22:59-04:00,2024:04:18 18:22:59-04:00,2024:04:18 18:22:59-04:00,mainstage-user-guide.pdf,-rw-r--r--,5.4 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 18.2 (Macintosh),2023:10:25 16:46:26-07:00,,,,,,,,,,,,,,,,,,,uuid:ffb7ba97-934f-1249-8686-67f0805a72d7,,en-US,Yes,,,,,,,,,,,,,,,,,,,,2023:10:25 16:47:51-07:00,,application/pdf,,,2023:10:25 16:47:51-07:00,,,,,xmp.did:8b9e90c6-76e7-4264-a687-c16468d4f9bd,204,,,,,,,,1.5,,,,,,,,,,,,,,,,Adobe PDF Library 17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,028-00693,,,,,,,,,,Yes,,,,,,,,,,,,,,,MainStage User Guide,False,,,,,,,,,,,"Adobe XMP Core 9.1-c001 79.2a0d8d9, 2023/03/14-11:19:46        ",
Messages-for-Business_UseCases.pdf,,,,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,"Not Embedded, Independent","RGB ",,0.9642 1 0.82491,2021:09:20 13:44:58Z,,,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,uuid:d674fbcf-1bf6-f84f-85da-c6dd3f39c7a4,,,,12.57,,2024:04:18 18:24:00-04:00,2024:04:18 18:24:01-04:00,2024:04:18 18:24:01-04:00,Messages-for-Business_UseCases.pdf,-rw-r--r--,3.5 MB,PDF,pdf,,,,,,,,application/pdf,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,uuid:b86b8383-e7c8-314c-9c2b-275694faa365,,,No,,76.03647 80 87.12462,,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2022:07:19 13:56:25+01:00,,application/pdf,,,2022:07:19 13:56:25+01:00,,,,,,1,,,,,,,,1.6,,,,,,,,,,,,,,,Microsoft Corporation,macOS Version 11.6 (Build 20G165) Quartz PDFContext,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,2.1.0,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Cathode Ray Tube Display,,,,,,,,,,,,,,,,,1.1,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,"Adobe XMP Core 7.1-c000 79.cb7c5a1, 2022/04/14-05:22:35        ",
Metal-Feature-Set-Tables.pdf,,,,,,,Apple Inc.,,,,,,,,,,,,2023:11:09 23:06:13Z,,Numbers,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:18-04:00,2024:04:18 18:22:18-04:00,2024:04:18 18:22:18-04:00,Metal-Feature-Set-Tables.pdf,-rw-r--r--,3.1 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2023:11:09 23:06:13Z,,,,,,16,,,,,,,,1.4,,,,,,,,,,,,,,,,macOS Version 14.1 (Build 23B74) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Metal Feature Set Tables,,,,,,,,,,,,,
Metal-RealityKit-APIs.pdf,,,,,,,,,,,,,,,,,,,2021:09:20 21:03:00Z,,Pages,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:02-04:00,2024:04:18 18:22:02-04:00,2024:04:18 18:22:02-04:00,Metal-RealityKit-APIs.pdf,-rw-r--r--,3.1 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2021:09:20 21:03:00Z,,,,,,133,,,,,,,,1.4,,,,,,,,,,,,,,,,macOS Version 12.0 (Build 21A529) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,RealityKit Custom Material Shader Functions,,,,,,,,,,,,,
Mobile_Advertising_and_the_Impact_of_Apples_App_Tracking_Transparency_Policy_April_2022.pdf,,,,,,,,,,,,,,,,,,,2022:04:20 22:21:29-04:00,,Adobe InDesign 17.2 (Macintosh),,,Adobe InDesign 17.2 (Macintosh),xmp.did:d6eea1f7-6a8d-48f3-817f-e0a4f95e4fc9,xmp.iid:7c037719-a5f1-4f0f-8a9c-e565fcd397f9,xmp.did:2a5542d4-9f72-43bc-be84-b2cf382c7e38,default,,,,,,,.,,xmp.id:a0239c51-3a3a-44b8-af62-6005ea31365c,,,,12.57,,2024:04:18 18:21:27-04:00,2024:04:18 18:21:27-04:00,2024:04:18 18:21:27-04:00,Mobile_Advertising_and_the_Impact_of_Apples_App_Tracking_Transparency_Policy_April_2022.pdf,-rw-r--r--,545 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.2 (Macintosh),2022:04:20 22:21:29-04:00,,,,,,,,,,,,,,,,,,,uuid:296f311a-1fc4-d044-8681-9bf566a393aa,,en-US,Yes,,,,,,,,,,,,,,,,,,,,2022:04:20 22:21:30-04:00,,application/pdf,,,2022:04:20 22:21:30-04:00,,,,,xmp.did:2a5542d4-9f72-43bc-be84-b2cf382c7e38,21,,,,,,OneColumn,,1.4,,,,,,,,,,,,,,,,Adobe PDF Library 16.0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,1530149206,Roboto,OpenType - TT,1530149206,--,0,Roboto-Bold,2.137,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,False,,,,,,,,,,,"Adobe XMP Core 7.1-c000 79.83fae64, 2022/02/15-08:07:32        ",
more-activities.pdf,,,,,,,Apple Inc.,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,"Not Embedded, Independent","RGB ",,0.9642 1 0.82491,2020:10:01 23:51:13Z,,Apple Inc.,,,Pages,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,uuid:61734957-e127-2a4b-9c13-09e3fdbd3d80,,,,12.57,,2024:04:18 18:23:03-04:00,2024:04:18 18:23:03-04:00,2024:04:18 18:23:03-04:00,more-activities.pdf,-rw-r--r--,2.8 MB,PDF,pdf,,,,,,,,application/pdf,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,uuid:a8eea85d-d1d2-5643-bd78-bf67b9ec1041,,,No,,76.03647 80 87.12462,,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2020:10:28 10:27:30-07:00,,application/pdf,,,2020:10:28 10:27:30-07:00,,,,,,5,,,,,,,,1.6,,,,,,,,,,,,,,,Microsoft Corporation,macOS Version 10.15.6 (Build 19G73) Quartz PDFContext,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,2.1.0,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cathode Ray Tube Display,,,,,,,,,,,,,,30 More Creative Activities for Kids,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
MoreMacintoshToolbox.pdf,,,,,,,,,,,,,,,,,,,2000:03:28 13:11:16,,FrameMaker+SGML 5.5.6,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:49-04:00,2024:04:18 18:22:49-04:00,2024:04:18 18:22:49-04:00,MoreMacintoshToolbox.pdf,-rw-r--r--,4.7 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2000:03:29 15:41:21-08:00,,,,,,913,,,,,,,UseOutlines,1.3,,,,,,,,,,,,,,,,Acrobat Distiller 4.0 for Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IM: More Macintosh Toolbox,,,,,,,,,,,,,
motion-user-guide.pdf,,,,,,,Apple Inc.,,,,,,,,,,,,2023:05:19 08:41:39-07:00,,Apple Inc.,,,Adobe InDesign 17.2 (Macintosh),xmp.did:3af000e6-e243-497f-8605-6d48501ca2b4,xmp.iid:32add373-ab17-4186-bad7-f4d6d7fa9320,xmp.did:3af000e6-e243-497f-8605-6d48501ca2b4,default,028-00586,,,,,,.,,xmp.id:52aed068-a53c-422e-8ca8-e4390699035a,,,,12.57,,2024:04:18 18:22:46-04:00,2024:04:18 18:22:47-04:00,2024:04:18 18:22:47-04:00,motion-user-guide.pdf,-rw-r--r--,63 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.2 (Macintosh),2023:05:19 08:41:39-07:00,,,,,,,,,,,,,,,,,,,uuid:7a2a9326-5a21-3849-b0cd-e3439845eaf6,,en-US,Yes,,,,,,,,,,,,,,,,,,,,2023:05:19 09:57:17-07:00,,application/pdf,,,2023:05:19 09:57:17-07:00,,,,,xmp.did:3af000e6-e243-497f-8605-6d48501ca2b4,1365,,,,,,,,1.5,,,,,,,,,,,,,,,,Adobe PDF Library 16.0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,028-00586,,,,,,,,,,Yes,,,,,,,,,,,,,,,Motion User Guide,False,,,,,,,,,,,"Adobe XMP Core 9.1-c001 79.2a0d8d9, 2023/03/14-11:19:46        ",
NetworkingOpenTransport.pdf,,,,,,,Robin Joly,,,,,,,,,,,,1997:11:04 14:15:35,,FrameMaker 5.1.1,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:23:09-04:00,2024:04:18 18:23:10-04:00,2024:04:18 18:23:10-04:00,NetworkingOpenTransport.pdf,-rw-r--r--,3.0 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,1997:12:02 11:43:25,,,,,,886,,,,,,,UseOutlines,1.2,,,,,,,,,,,,,,,,Acrobat Distiller 3.0 for Power Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Networking With Open Transport,,,,,,,,,,,,,
Office_iTunes_Offer.pdf,,,,,,,,,,,,,,,,,,,2008:10:24 10:07:41+13:00,,Adobe InDesign CS3 (5.0.3),,,Adobe InDesign CS3 (5.0.3),adobe:docid:indd:b74249bc-8fc1-11dd-9319-938123e4a6ae,1432c2ae-9075-11dd-a36c-f44d73bf03a7,,,,,,,,,.,,adobe:docid:indd:1432c2af-9075-11dd-a36c-f44d73bf03a7,,,,12.57,,2024:04:18 18:21:47-04:00,2024:04:18 18:21:48-04:00,2024:04:18 18:21:48-04:00,Office_iTunes_Offer.pdf,-rw-r--r--,253 kB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:236c27d4-75f7-f848-a5e0-7582c799c68a,,,Yes,,,"ReferenceStream, ReferenceStream","Inches, Inches","300.00, 300.00","300.00, 300.00","uuid:9F34711CDBCF11DCA977AE3CA8431C19, uuid:1E7373EAC98FDD11AC488C6FB5247B87",,"uuid:9F34711DDBCF11DCA977AE3CA8431C19, uuid:1F7373EAC98FDD11AC488C6FB5247B87",,,,,,,,,,,2008:10:24 10:07:49+13:00,,application/pdf,,,2008:10:24 10:07:49+13:00,,,,,,1,,,,,,,,1.4,,,,,,,,,,,,,,,,Adobe PDF Library 8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPEG,512,"(Binary data 34168 bytes, use -b option to extract)",,,,,,,,,,512,,False,,,,,,,,,,,"Adobe XMP Core 4.1-c037 46.282696, Mon Apr 02 2007 18:36:56        ",
