SourceFile,About,AnnotationUsageRights,AppleKeywords,AToB0,AToB1,AToB2,Author,AuthorsPosition,BlueMatrixColumn,BlueTRC,BToA0,BToA1,BToA2,ChromaticAdaptation,CMMFlags,ColorSpaceData,Company,ConnectionSpaceIlluminant,CreateDate,CreationDate,Creator,CreatorContactInfo,CreatorSubTool,CreatorTool,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocChangeCount,DocumentID,DocumentUsageRights,Encryption,Error,ExifToolVersion,Extracted,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontType,FontVersion,Format,FormUsageRights,FrameFix,Gamut,GrayTRC,GreenMatrixColumn,GreenTRC,GTS_PDFXConformance,GTS_PDFXVersion,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,ImageinfoCreatedate,ImageinfoDocParID,ImageinfoDocPath,ImageinfoImagesBottom,ImageinfoImagesDatalinkUID,ImageinfoImagesDirid,ImageinfoImagesFilename,ImageinfoImagesFullpath,ImageinfoImagesLeft,ImageinfoImagesRight,ImageinfoImagesScale,ImageinfoImagesSpread_index,ImageinfoImagesStatus,ImageinfoImagesTop,ImageinfoImagesVolumename,ImageinfoNofimages,ImageinfoVersion,IngredientsFilePath,InstanceID,Keywords,Language,Linearized,LineCount,Luminance,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,Modified,ModifyDate,NativeDisplayInfo,Newlines,NPages,NumPages,OriginalDocumentID,PageCount,PageImage,PageImageFormat,PageImageHeight,PageImagePageNumber,PageImageWidth,PageLayout,PageMode,PDFVersion,Physicalheightininches,Physicalwidthininches,PlateNames,PreviewsCreatedate,PreviewsNofspreads,PreviewsSpreadsBase64_data,PreviewsSpreadsFormat,PreviewsSpreadsHeight,PreviewsSpreadsNumber_of_encoded_chunks,PreviewsSpreadsScale,PreviewsSpreadsSpread_index,PreviewsSpreadsUnencoded_size,PreviewsSpreadsWidth,PreviewsVersion,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-ar-EG,ProfileDescriptionML-ca-ES,ProfileDescriptionML-cs-CZ,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-el-GR,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-he-IL,ProfileDescriptionML-hr-HR,ProfileDescriptionML-hu-HU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nb-NO,ProfileDescriptionML-nl-NL,ProfileDescriptionML-no-NO,ProfileDescriptionML-pl-PL,ProfileDescriptionML-pt-BR,ProfileDescriptionML-pt-PO,ProfileDescriptionML-ro-RO,ProfileDescriptionML-ru-RU,ProfileDescriptionML-sk-SK,ProfileDescriptionML-sv-SE,ProfileDescriptionML-th-TH,ProfileDescriptionML-tr-TR,ProfileDescriptionML-uk-UA,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileVersion,PTEX_Fullbanner,RedMatrixColumn,RedTRC,RenderingIntent,RenditionClass,SettingsSaveimageinfo,SettingsWhichpreviews,Sha1,SignatureUsageRights,SigningAuthority,SigningDate,Size,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,StartupProfile,State,Subject,SwatchColorantBlue,SwatchColorantGreen,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchGroupName,SwatchGroupType,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailsCreatedate,ThumbnailsNofspreads,ThumbnailsSpreadsFormat,ThumbnailsSpreadsHeight,ThumbnailsSpreadsImage,ThumbnailsSpreadsSpread_index,ThumbnailsSpreadsUnencoded_size,ThumbnailsSpreadsWidth,ThumbnailsVersion,ThumbnailWidth,Title,Trapped,UserAccess,Version,VersionID,VideoCardGamma,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Warning,WordCount,XMPToolkit,XPressPrivate
Apple_CCF_Assurance_Statement_FY2020.pdf,,,,,,,Schischke,,,,,,,,,,,,2021:04:06 10:22:16+02:00,,Microsoft® Word 2016,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:21:23-04:00,2024:04:18 18:21:23-04:00,2024:04:18 18:21:23-04:00,Apple_CCF_Assurance_Statement_FY2020.pdf,-rw-r--r--,389 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de-DE,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2021:04:06 10:22:16+02:00,,,,,,4,,,,,,,,1.5,,,,,,,,,,,,,,,,Microsoft® Word 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,CCF Review Statement FY20,,,,,,,,,,,,,
Apple_CCF_Review_Statement_FY21.pdf,,,,,,,Schischke,,,,,,,,,,,,2022:03:21 21:45:07+01:00,,Power PDF Create,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:21:30-04:00,2024:04:18 18:21:30-04:00,2024:04:18 18:21:30-04:00,Apple_CCF_Review_Statement_FY21.pdf,-rw-r--r--,192 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2022:03:21 21:45:07+01:00,,,,,,5,,,,,,,UseNone,1.5,,,,,,,,,,,,,,,,Power PDF Create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Word - CCF Review Statement FY21 US_Letter_20220321.docx,,,,,,,,,,,,,
Apple_China_CSR_Report_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:14-04:00,2024:04:18 18:22:14-04:00,2024:04:18 18:22:14-04:00,Apple_China_CSR_Report_2017.pdf,-rw-r--r--,277 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301 Moved Permanently,,,,,,,,,,,,,
apple_cinema_display_22.pdf,,,,,,,,,,,,,,,,,,,2001:09:21 15:36:14,,,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:07-04:00,2024:04:18 18:22:07-04:00,2024:04:18 18:22:07-04:00,apple_cinema_display_22.pdf,-rw-r--r--,126 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,,,,,,,2,,,,,,,,1.1,,,,,,,,,,,,,,,,Acrobat Distiller 2.1 for Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple_Corporate_Assurance_Statement_FY2020.pdf,,,,,,,BV User,,,,,,,,,,,,2021:04:06 06:52:41-07:00,,BV User,,,Microsoft® Word for Microsoft 365,,,,,Assurance of Sustainability Reports - Template Assurance Statement (Medium),,,,,,.,,uuid:50C1E707-50DE-4673-82EF-1AB5D75D0644,,,,12.57,,2024:04:18 18:21:30-04:00,2024:04:18 18:21:30-04:00,2024:04:18 18:21:30-04:00,Apple_Corporate_Assurance_Statement_FY2020.pdf,-rw-r--r--,155 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:50C1E707-50DE-4673-82EF-1AB5D75D0644,,en-US,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2021:04:06 06:52:41-07:00,,,,,,3,,,,,,,,1.7,,,,,,,,,,,,,,,,Microsoft® Word for Microsoft 365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assurance of Sustainability Reports - Template Assurance Statement (Medium),,,,,,,,,,Yes,,,,,,,,,,,,,,,ASR-TT-06,,,,,,,,,,,,3.1-701,
Apple_Distinguished_Schools_Jan_2023.pdf,,,,,,,,,,,,,,,,,,,2023:01:24 02:56:32Z,,Pages,,,Pages,,,,,,,,,,,.,,uuid:88c01a9e-6189-3748-bbce-b52775a4ea8d,,,,12.57,,2024:04:18 18:22:41-04:00,2024:04:18 18:22:42-04:00,2024:04:18 18:22:42-04:00,Apple_Distinguished_Schools_Jan_2023.pdf,-rw-r--r--,9.9 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:72c436aa-8f04-cd49-8830-bfbd491cd71e,,,Yes,,,,,,,,,,,,,,,,,,,,2023:01:23 18:57:38-08:00,,application/pdf,,,2023:01:23 18:57:38-08:00,,,,,,20,,,,,,,,1.4,,,,,,,,,,,,,,,,macOS Version 12.6 (Build 21G115) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Apple_Distinguished_Schools_Jan_2023,,,,,,,,,,,,"Adobe XMP Core 8.0-c001 79.328f76e, 2022/08/01-19:10:29        ",
Apple-Education_Stimulus_White_Paper.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,File is empty,12.57,,2024:04:18 18:22:10-04:00,2024:04:18 18:22:10-04:00,2024:04:18 18:22:10-04:00,Apple-Education_Stimulus_White_Paper.pdf,-rw-r--r--,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple_Environmental_Progress_Report_2024.pdf,,,,,,,,,,,,,,,,,,,2024:04:17 11:16:24+01:00,,Adobe InDesign 19.3 (Macintosh),,,Adobe InDesign 19.3 (Macintosh),xmp.did:4831e8a4-2740-4dfb-a21f-279a8b0d59a4,xmp.iid:df6b138a-1d01-4582-a5c2-5dcbfc10f556,xmp.did:f695799e-0ca8-450b-93d1-eb61711cbd4b,default,,,,,,,.,,xmp.id:6e34ad75-0761-490f-9a6b-3a0b5bdefd52,,,,12.57,,2024:04:18 18:21:34-04:00,2024:04:18 18:21:34-04:00,2024:04:18 18:21:34-04:00,Apple_Environmental_Progress_Report_2024.pdf,-rw-r--r--,19 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 19.3 (Macintosh),2024:04:17 11:16:24+01:00,,,,,,,,,,,,,,,,,,,uuid:466f279a-7e9f-3e43-929b-8d560e686288,,en-GB,No,,,,,,,,,,,,,,,,,,,,2024:04:17 17:42:21+01:00,,application/pdf,,,2024:04:17 17:42:21+01:00,,,,,xmp.did:f695799e-0ca8-450b-93d1-eb61711cbd4b,113,,,,,,,,1.7,,,,,,,,,,,,,,,,Adobe PDF Library 17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,2914692772,Times New Roman,OpenType - TT,2914692772,Monotype Typography,0,TimesNewRomanPSMT,5.20,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,False,,,,,,,,,,,"Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ",
Apple_Environmental_Responsibility_Report_2017.pdf,,,,,,,Apple Inc.,,,,,,,,,,,,2017:04:18 14:44:55-07:00,,Apple Inc.,,,Adobe InDesign CC 2015 (Macintosh),xmp.did:4698b733-ba72-4ce8-be80-ec0babdc84d8,xmp.iid:49bfd5a6-affe-42d8-9469-08b4115d514e,adobe:docid:indd:d61439cb-5e48-11de-abd8-927d59ac5586,default,,,,,,,.,,xmp.id:f799c78e-63fa-4380-9148-fa94698c7e66,,,,12.57,,2024:04:18 18:21:29-04:00,2024:04:18 18:21:29-04:00,2024:04:18 18:21:29-04:00,Apple_Environmental_Responsibility_Report_2017.pdf,-rw-r--r--,6.4 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2015 (Macintosh),2017:04:18 14:44:55-07:00,,,,,,,,,,,,,,,,,,,uuid:9712a0ac-e944-c94b-a511-e8332bf3c981,,en-US,No,,,,,,,,,,,,,,,,,,,,2017:04:18 15:12:37-07:00,,application/pdf,,,2017:04:18 15:12:37-07:00,,,,,adobe:docid:indd:d61439cb-5e48-11de-abd8-927d59ac5586,58,,,,,,SinglePage,,1.4,,,,,,,,,,,,,,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,"Apple Environmental Responsibility Report, 2017 Progress Report",False,,,,,,,,,[Minor] Ignored duplicate Info dictionary,,"Adobe XMP Core 5.6-c015 81.157285, 2014/12/12-00:43:15        ",
Apple_Facilities_Report_2008.pdf,,,,,,,Suzanne Jansson,,,,,,,,,,,,2008:10:13 21:08:54-07:00,,Suzanne Jansson,,,Pages: cgpdftops CUPS filter,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:21:15-04:00,2024:04:18 18:21:15-04:00,2024:04:18 18:21:15-04:00,Apple_Facilities_Report_2008.pdf,-rw-r--r--,608 kB,PDF,pdf,,,,,,,,,,,,,,,PDF/X-1a:2001,PDF/X-1:2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2008:10:13 21:08:54-07:00,,,,,,4,,,,,,,,1.3,,,,,,,,,,,,,,,,Acrobat Distiller 8.0.0 (Macintosh),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FacilityReport_FF.sb,False,,,,,,,,,,,"Adobe XMP Core 4.0-c316 44.253921, Sun Oct 01 2006 17:08:23",
Apple_Facilities_Report_2010.pdf,,,,,,,,,,,,,,,"Not Embedded, Independent",GRAY,,0.9642 1 0.82491,2010:09:17 23:41Z,,,,,Pages,,,,,,"Reflective, Glossy, Positive, Color",none,,,,.,,uuid:20e95356-bd7c-2744-ad5a-eab04186fb8d,,,,12.57,,2024:04:18 18:21:19-04:00,2024:04:18 18:21:19-04:00,2024:04:18 18:21:19-04:00,Apple_Facilities_Report_2010.pdf,-rw-r--r--,5.2 MB,PDF,pdf,,,,,,,,application/pdf,,,,"(Binary data 14 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:73a30643-ff6f-c04d-8b6a-f9752bc53e80,,,No,,,,,,,,,,,,,,,,,,,0.95045 1 1.08905,2010:09:17 16:41:19-07:00,,application/pdf,,,2010:09:17 16:41:19-07:00,,,,,,4,,,,,,,,1.4,,,,,,,,,,,,,,,Apple Computer Inc.,Mac OS X 10.5.8 Quartz PDFContext,Display Device Profile,Apple Computer Inc.,"XYZ ","Copyright 2007 Apple Inc., all rights reserved.",Apple Computer Inc.,2000:02:14 12:00:00,Generic Gray Profile,Generic Gray Profile,,,,Generel Gråtonebeskrivelse,Allgemeines Graustufen-Profil,,Perfil Gris Genérico,Yleinen harmaaprofiili,Profil Générique Gris,,,,Profilo Grigio Generico,一般グレイプロファイル,일반 Gray 프로파일,Generisk Gråtoneprofil,Algemeen Grijsprofiel,,Uniwersalny profil szarości,Perfil de Cinza Genérico,,,Общий серый профиль,,Generisk Gråskaleprofil,,,,普通 Gray 描述文件,通用灰階色彩描述,acsp,0,2.2.0,,,,Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple_Facilities_Report_2010,,,,,,,,,,[Minor] Ignored duplicate Info dictionary,,"Adobe XMP Core 4.2.1-c041 52.342996, 2008/05/07-21:37:19        ",
Apple_Facilities_Report_2012.pdf,,,,,,,Dorothy,,,,,,,,"Not Embedded, Independent",GRAY,,0.9642 1 0.82491,2012:02:16 17:45:19Z,,Pages,,,,,,,,,"Reflective, Glossy, Positive, Color",none,,,,.,,,,,,12.57,,2024:04:18 18:21:21-04:00,2024:04:18 18:21:21-04:00,2024:04:18 18:21:21-04:00,Apple_Facilities_Report_2012.pdf,-rw-r--r--,8.5 MB,PDF,pdf,,,,,,,,,,,,"(Binary data 14 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,0.95045 1 1.08905,,,application/pdf,,,2012:02:16 17:45:19Z,,,,,,7,,,,,,,,1.4,,,,,,,,,,,,,,,Apple Computer Inc.,Mac OS X 10.6.8 Quartz PDFContext,Display Device Profile,Apple Computer Inc.,"XYZ ","Copyright 2007 Apple Inc., all rights reserved.",Apple Computer Inc.,2000:02:14 12:00:00,Generic Gray Profile,Generic Gray Profile,,,,Generel Gråtonebeskrivelse,Allgemeines Graustufen-Profil,,Perfil Gris Genérico,Yleinen harmaaprofiili,Profil Générique Gris,,,,Profilo Grigio Generico,一般グレイプロファイル,일반 Gray 프로파일,Generisk Gråtoneprofil,Algemeen Grijsprofiel,,Uniwersalny profil szarości,Perfil de Cinza Genérico,,,Общий серый профиль,,Generisk Gråskaleprofil,,,,普通 Gray 描述文件,通用灰階色彩描述,acsp,0,2.2.0,,,,Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facilities_Report_2012_FF,,,,,,,,,,,,,
Apple_GreenBond_Report.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:26-04:00,2024:04:18 18:22:26-04:00,2024:04:18 18:22:26-04:00,Apple_GreenBond_Report.pdf,-rw-r--r--,212 bytes,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object moved,,,,,,,,,,,,,
Apple_ID_for_1to1_deployment.pdf,,,,,,,,,,,,,,,,,,,2021:02:26 10:15:20Z,,Pages,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:28-04:00,2024:04:18 18:22:29-04:00,2024:04:18 18:22:29-04:00,Apple_ID_for_1to1_deployment.pdf,-rw-r--r--,6.2 MB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2021:02:26 10:15:20Z,,,,,,13,,,,,,,,1.4,,,,,,,,,,,,,,,,macOS バージョン11.1（ビルド20C69） Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Apple ID for 1to1 deployment_0226,,,,,,,,,,,,,
Apple_ID_Guidelines_Channel_180919.pdf,,,,,,,Apple Inc.,,,,,,,,,,,,2019:09:18 09:20:54-07:00,,Apple Inc.,,,Adobe InDesign CC 2017 (Macintosh),xmp.did:216c31cc-9356-43ac-844e-85489d54d8b6,xmp.iid:9ecdb355-866d-4baf-a9e2-fe6140d4c663,adobe:docid:indd:1c215157-fa95-11dd-8518-bf26a56e6172,default,,,,,,,.,,xmp.id:b9e06f33-0bb0-4e73-9411-810bd4971e0b,,,,12.57,,2024:04:18 18:23:51-04:00,2024:04:18 18:23:55-04:00,2024:04:18 18:23:55-04:00,Apple_ID_Guidelines_Channel_180919.pdf,-rw-r--r--,7.7 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign CC 2017 (Macintosh),2019:09:18 09:20:54-07:00,,,,,,,,,,,,,,,,,,,uuid:4e0c6b1c-1ab0-a44a-88db-8366a44f82fa,,en-US,Yes,,,,,,,,,,,,,,,,,,,,2019:09:18 09:21:07-07:00,,application/pdf,,,2019:09:18 09:21:07-07:00,,,,,adobe:docid:indd:1c215157-fa95-11dd-8518-bf26a56e6172,65,,,,,,,,1.7,,,,,,,,,,,,,,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple Identity Guidelines For Channel Affiliates and Apple-Certiﬁed Individuals,False,,,,,,,,,,,"Adobe XMP Core 5.6-c138 79.159824, 2016/09/14-01:09:01        ",
Apple-Indoor-Maps-Guidelines.pdf,,,,,,,,,,,,,,,,,,,2021:04:05 12:56:09Z,,Pages,,,,,,,,,,,,,,.,,,,,,12.57,,2024:04:18 18:22:48-04:00,2024:04:18 18:22:48-04:00,2024:04:18 18:22:48-04:00,Apple-Indoor-Maps-Guidelines.pdf,-rw-r--r--,385 kB,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,application/pdf,,,2021:04:05 12:56:09Z,,,,,,22,,,,,,,,1.4,,,,,,,,,,,,,,,,macOS Version 10.15.6 (Build 19G73) Quartz PDFContext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Apple-Indoor-Maps-Program,,,,,,,,,,,,,
AppleMasterTransition.pdf,,,,,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,"Not Embedded, Independent","RGB ",,0.9642 1 0.82491,2019:10:31 02:12:14Z,,Keynote,,,,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,,,,,12.57,,2024:04:18 18:23:36-04:00,2024:04:18 18:23:37-04:00,2024:04:18 18:23:37-04:00,AppleMasterTransition.pdf,-rw-r--r--,2.1 MB,PDF,pdf,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,76.03647 80 87.12462,,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,,,application/pdf,,,2019:10:31 02:12:14Z,,,,,,2,,,,,,,,1.5,,,,,,,,,,,,,,,Microsoft Corporation,macOS バージョン10.14.6（ビルド18G103） Quartz PDFContext,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,2.1.0,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cathode Ray Tube Display,,,,,,,,,,,,,,AppleMasterTransition,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,
apple-platform-security-guide-ab.pdf,,,,,,,Apple Inc.,,,,,,,,,,,,2023:02:01 20:55:04+08:00,,Apple Inc.,,,Adobe InDesign 17.2 (Macintosh),xmp.did:79fb3b64-6adb-43b6-a9ea-33949cabccd4,xmp.iid:25d3089e-8dde-4cf3-935a-32390fa8ff4a,xmp.did:5c1a0900-8807-4088-983b-0685a4027d25,default,AB028-00625,,,,,,.,,xmp.id:fa3fc1b7-6e6a-46ab-ab08-daa24435afda,,,,12.57,,2024:04:18 18:23:43-04:00,2024:04:18 18:23:43-04:00,2024:04:18 18:23:43-04:00,apple-platform-security-guide-ab.pdf,-rw-r--r--,2.8 MB,PDF,pdf,,,,,,,,application/pdf,,,,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,Adobe InDesign 17.2 (Macintosh),2023:02:01 20:55:04+08:00,,,,,,,,,,,,,,,,,,,uuid:2fe433e9-b9e3-eb45-85a9-b5fac29367cc,,zh-CN,Yes,,,,,,,,,,,,,,,,,,,,2023:02:01 20:55:22+08:00,,application/pdf,,,2023:02:01 20:55:22+08:00,,,,,xmp.did:5c1a0900-8807-4088-983b-0685a4027d25,220,,,,,,SinglePage,,1.5,,,,,,,,,,,,,,,,Adobe PDF Library 16.0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,AB028-00625,,,,,,,,,,Yes,,,,,,,,,,,,,,,أمن أنظمة Apple الأساسية,False,,,,,,,,,,,"Adobe XMP Core 7.1-c000 79.83fae64, 2022/02/15-08:07:32        ",
