SourceFile,About,AppleKeywords,Author,Comments,Company,Created,CreateDate,CreationDate,Creator,CreatorTool,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,Directory,DocChangeCount,DocumentID,Encryption,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Format,HasXFA,Headline,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistorySoftwareAgent,HistoryWhen,InstanceID,Keywords,Language,LastSaved,Linearized,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceInstanceID,MetadataDate,MIMEType,ModDate,ModifyDate,OriginalDocumentID,PageCount,PageLayout,PageMode,PDFVersion,Producer,RenditionClass,SlugChecksum,SlugFamily,SlugFontKind,SlugFontSense_12_Checksum,SlugFoundry,SlugKerningChecksum,SlugOutlineFileSize,SlugPostScriptName,SlugVersion,SourceModified,State,Subject,TaggedPDF,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,UserAccess,Version,Warning,XMPToolkit
2012-11-15_Dollar_Tree_Inc_Reports_Third_Quarter_159.pdf,,,,,,,2024:03:11 11:50:55-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:18-04:00,2024:04:18 13:23:18-04:00,2024:04:18 13:23:18-04:00,2012-11-15_Dollar_Tree_Inc_Reports_Third_Quarter_159.pdf,rw-r--r--,57 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,6,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Third Quarter Results",,,,,
2013-01-02_Dollar_Tree_Inc_Announces_Expansion_of_158.pdf,,,,,,,2024:03:11 11:50:54-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:34-04:00,2024:04:18 13:23:34-04:00,2024:04:18 13:23:34-04:00,2013-01-02_Dollar_Tree_Inc_Announces_Expansion_of_158.pdf,rw-r--r--,48 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Announces Expansion of Distribution Center in Marietta, Oklahoma",,,,,
2013-05-23_Dollar_Tree_Inc_Reports_Record_First_Quarter_154.pdf,,,,,,,2024:03:11 11:50:51-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:25-04:00,2024:04:18 13:23:25-04:00,2024:04:18 13:23:25-04:00,2013-05-23_Dollar_Tree_Inc_Reports_Record_First_Quarter_154.pdf,rw-r--r--,54 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,5,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Record First Quarter Results",,,,,
2013-06-10_Dollar_Tree_Inc_Announces_Promotion_of_Gary_153.pdf,,,,,,,2024:03:11 11:50:51-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:37-04:00,2024:04:18 13:23:37-04:00,2024:04:18 13:23:37-04:00,2013-06-10_Dollar_Tree_Inc_Announces_Promotion_of_Gary_153.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Announces Promotion of Gary Philbin to President and Chief Operating Officer",,,,,
2013-09-17_Dollar_Tree_Inc_Adopts_2_Billion_Share_Repurchase__148.pdf,,,,,,,2024:03:11 11:50:47-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2024:04:18 13:23:30-04:00,2013-09-17_Dollar_Tree_Inc_Adopts_2_Billion_Share_Repurchase__148.pdf,rw-r--r--,44 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Adopts $2 Billion Share Repurchase Authorization",,,,,
2013-11-21_Dollar_Tree_Inc_Reports_Third_Quarter_146.pdf,,,,,,,2024:03:11 11:50:46-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:22-04:00,2024:04:18 13:23:22-04:00,2024:04:18 13:23:22-04:00,2013-11-21_Dollar_Tree_Inc_Reports_Third_Quarter_146.pdf,rw-r--r--,56 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,6,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Third Quarter Results",,,,,
2014-02-26_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_144.pdf,,,,,,,2024:03:11 11:50:44-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:14-04:00,2024:04:18 13:23:14-04:00,2024:04:18 13:23:14-04:00,2014-02-26_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_144.pdf,rw-r--r--,59 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,7,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Fourth Quarter and Fiscal Year 2013",,,,,
2014-05-22_Dollar_Tree_Inc_Reports_Record_First_Quarter_142.pdf,,,,,,,2024:03:11 11:50:43-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2014-05-22_Dollar_Tree_Inc_Reports_Record_First_Quarter_142.pdf,rw-r--r--,54 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,5,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Record First Quarter Results",,,,,
2014-06-20_Dollar_Tree_Inc_Announces_Annual_Meeting_141.pdf,,,,,,,2024:03:11 11:50:42-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2014-06-20_Dollar_Tree_Inc_Announces_Annual_Meeting_141.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Announces Annual Meeting Results",,,,,
2014-07-28_Dollar_Tree_Inc_to_Acquire_Family_Dollar_Stores_139.pdf,,,,,,,2024:03:11 11:50:40-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:14-04:00,2024:04:18 13:23:19-04:00,2024:04:18 13:23:19-04:00,2014-07-28_Dollar_Tree_Inc_to_Acquire_Family_Dollar_Stores_139.pdf,rw-r--r--,69 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,7,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Acquire Family Dollar Stores, Inc. to Create North America’s Leading Discount Retailer",,,,,
2014-09-05_Dollar_Tree_Makes_Commitment_to_Divest_as_Many_136.pdf,,,,,,,2024:03:11 11:50:38-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:15-04:00,2024:04:18 13:23:15-04:00,2024:04:18 13:23:15-04:00,2014-09-05_Dollar_Tree_Makes_Commitment_to_Divest_as_Many_136.pdf,rw-r--r--,66 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,5,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Makes Commitment to Divest as Many Stores as Required for Antitrust Approval,,,,,
2014-11-07_Dollar_Tree_Certifies_Substantial_Compliance_with__134.pdf,,,,,,,2024:03:11 11:50:37-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:32-04:00,2024:04:18 13:23:32-04:00,2024:04:18 13:23:32-04:00,2014-11-07_Dollar_Tree_Certifies_Substantial_Compliance_with__134.pdf,rw-r--r--,53 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,4,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Certifies Substantial Compliance with FTC’s Second Request under HSR Act,,,,,
2014-11-20_Dollar_Tree_Inc_Reports_Third_Quarter_132.pdf,,,,,,,2024:03:11 11:50:36-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2014-11-20_Dollar_Tree_Inc_Reports_Third_Quarter_132.pdf,rw-r--r--,62 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,7,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Third Quarter Results",,,,,
2014-12-05_Dollar_Tree_Provides_Update_on_FTC_s_Review_of_131.pdf,,,,,,,2024:03:11 11:50:35-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:29-04:00,2024:04:18 13:23:29-04:00,2024:04:18 13:23:29-04:00,2014-12-05_Dollar_Tree_Provides_Update_on_FTC_s_Review_of_131.pdf,rw-r--r--,68 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,5,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Provides Update on FTC’s Review of Its Pending Acquisition of Family Dollar,,,,,
2015-01-12_Dollar_Tree_Reports_Progress_On_FTC_s_Review_of_130.pdf,,,,,,,2024:03:11 11:50:34-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:28-04:00,2024:04:18 13:23:28-04:00,2024:04:18 13:23:28-04:00,2015-01-12_Dollar_Tree_Reports_Progress_On_FTC_s_Review_of_130.pdf,rw-r--r--,74 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,5,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Reports Progress On FTC’s Review of Its Pending Acquisition of Family Dollar,,,,,
2015-01-22_Dollar_Tree_Comments_on_Outcome_of_Family_Dollar_129.pdf,,,,,,,2024:03:11 11:50:33-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:33-04:00,2024:04:18 13:23:33-04:00,2024:04:18 13:23:33-04:00,2015-01-22_Dollar_Tree_Comments_on_Outcome_of_Family_Dollar_129.pdf,rw-r--r--,57 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Comments on Outcome of Family Dollar Shareholder Vote,,,,,
2015-02-06_Dollar_Tree_Announces_Pricing_of_3_250_Million_in__128.pdf,,,,,,,2024:03:11 11:50:33-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:31-04:00,2024:04:18 13:23:31-04:00,2024:04:18 13:23:31-04:00,2015-02-06_Dollar_Tree_Announces_Pricing_of_3_250_Million_in__128.pdf,rw-r--r--,48 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree Announces Pricing of $3,250 Million in Senior Notes and Allocation of $4,950 Million in New Term Loan Credit Facilities",,,,,
2015-02-18_Dollar_Tree_Inc_to_Host_Fourth_Quarter_Earnings_127.pdf,,,,,,,2024:03:11 11:50:32-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:05-04:00,2024:04:18 13:24:05-04:00,2024:04:18 13:24:05-04:00,2015-02-18_Dollar_Tree_Inc_to_Host_Fourth_Quarter_Earnings_127.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Host Fourth Quarter Earnings Conference Call",,,,,
2015-02-23_Dollar_Tree_Inc_to_Present_at_Raymond_James_36th_126.pdf,,,,,,,2024:03:11 11:50:31-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:03-04:00,2024:04:18 13:24:03-04:00,2024:04:18 13:24:03-04:00,2015-02-23_Dollar_Tree_Inc_to_Present_at_Raymond_James_36th_126.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Present at Raymond James 36th Annual Institutional Investors Conference",,,,,
2015-05-21_Dollar_Tree_Inc_Reports_Results_for_the_First_123.pdf,,,,,,,2024:03:11 11:50:29-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:20-04:00,2024:04:18 13:23:20-04:00,2024:04:18 13:23:20-04:00,2015-05-21_Dollar_Tree_Inc_Reports_Results_for_the_First_123.pdf,rw-r--r--,63 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,7,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the First Quarter Fiscal 2015",,,,,
2015-05-29_Dollar_Tree_Inc_Reaches_Agreement_to_Sell_330_122.pdf,,,,,,,2024:03:11 11:50:29-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:14-04:00,2024:04:18 13:23:14-04:00,2024:04:18 13:23:14-04:00,2015-05-29_Dollar_Tree_Inc_Reaches_Agreement_to_Sell_330_122.pdf,rw-r--r--,47 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reaches Agreement to Sell 330 Family Dollar Stores to Sycamore Partners Contingent on Completion of Family Dollar Merger",,,,,
2015-06-19_Dollar_Tree_Inc_Announces_Annual_Meeting_121.pdf,,,,,,,2024:03:11 11:50:28-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:57-04:00,2024:04:18 13:23:57-04:00,2024:04:18 13:23:57-04:00,2015-06-19_Dollar_Tree_Inc_Announces_Annual_Meeting_121.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Announces Annual Meeting Results",,,,,
2015-07-06_Dollar_Tree_Completes_Acquisition_of_Family_120.pdf,,,,,,,2024:03:11 11:50:27-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:21-04:00,2024:04:18 13:23:21-04:00,2024:04:18 13:23:21-04:00,2015-07-06_Dollar_Tree_Completes_Acquisition_of_Family_120.pdf,rw-r--r--,51 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Completes Acquisition of Family Dollar,,,,,
2015-10-13_Dollar_Tree_Announces_Plans_to_Re_Brand_Deals_115.pdf,,,,,,,2024:03:11 11:50:24-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:36-04:00,2024:04:18 13:23:36-04:00,2024:04:18 13:23:36-04:00,2015-10-13_Dollar_Tree_Announces_Plans_to_Re_Brand_Deals_115.pdf,rw-r--r--,43 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Announces Plans to Re-Brand Deals Stores in 2016,,,,,
2015-11-02_Dollar_Tree_Completes_Divestiture_of_330_Family_114.pdf,,,,,,,2024:03:11 11:50:23-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:34-04:00,2024:04:18 13:23:34-04:00,2024:04:18 13:23:34-04:00,2015-11-02_Dollar_Tree_Completes_Divestiture_of_330_Family_114.pdf,rw-r--r--,44 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Completes Divestiture of 330 Family Dollar Stores to Dollar Express,,,,,
2015-11-17_Dollar_Tree_Inc_to_Host_Third_Quarter_Earnings_113.pdf,,,,,,,2024:03:11 11:50:23-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:03-04:00,2024:04:18 13:24:03-04:00,2024:04:18 13:24:03-04:00,2015-11-17_Dollar_Tree_Inc_to_Host_Third_Quarter_Earnings_113.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Host Third Quarter Earnings Conference Call",,,,,
2016-01-08_Dollar_Tree_Announces_Departure_of_Howard_R_111.pdf,,,,,,,2024:03:11 11:50:21-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:21-04:00,2024:04:18 13:23:21-04:00,2024:04:18 13:23:21-04:00,2016-01-08_Dollar_Tree_Announces_Departure_of_Howard_R_111.pdf,rw-r--r--,44 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree Announces Departure of Howard R. Levine, CEO of Family Dollar",,,,,
2016-02-23_Dollar_Tree_Inc_to_Host_Fourth_Quarter_Earnings_110.pdf,,,,,,,2024:03:11 11:50:20-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:05-04:00,2024:04:18 13:24:05-04:00,2024:04:18 13:24:05-04:00,2016-02-23_Dollar_Tree_Inc_to_Host_Fourth_Quarter_Earnings_110.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Host Fourth Quarter Earnings Conference Call",,,,,
2016-05-09_Dollar_Tree_Appoints_Gregory_M_Bridgeford_to_Its_108.pdf,,,,,,,2024:03:11 11:50:19-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:39-04:00,2024:04:18 13:23:39-04:00,2024:04:18 13:23:39-04:00,2016-05-09_Dollar_Tree_Appoints_Gregory_M_Bridgeford_to_Its_108.pdf,rw-r--r--,40 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Appoints Gregory M. Bridgeford to Its Board of Directors,,,,,
2016-05-26_Dollar_Tree_Inc_Reports_Results_for_the_First_106.pdf,,,,,,,2024:03:11 11:50:17-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:13-04:00,2024:04:18 13:23:13-04:00,2024:04:18 13:23:13-04:00,2016-05-26_Dollar_Tree_Inc_Reports_Results_for_the_First_106.pdf,rw-r--r--,69 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,8,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the First Quarter Fiscal 2016",,,,,
2016-08-25_Dollar_Tree_Inc_Reports_Results_for_the_Second_101.pdf,,,,,,,2024:03:11 11:50:14-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:24-04:00,2024:04:18 13:23:24-04:00,2024:04:18 13:23:24-04:00,2016-08-25_Dollar_Tree_Inc_Reports_Results_for_the_Second_101.pdf,rw-r--r--,70 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,9,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Second Quarter Fiscal 2016",,,,,
2016-11-22_Dollar_Tree_Inc_Reports_Results_for_the_Third_98.pdf,,,,,,,2024:03:11 11:50:12-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:22-04:00,2024:04:18 13:23:22-04:00,2024:04:18 13:23:22-04:00,2016-11-22_Dollar_Tree_Inc_Reports_Results_for_the_Third_98.pdf,rw-r--r--,70 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,9,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Third Quarter Fiscal 2016",,,,,
2017-01-05_Dollar_Tree_Inc_Announces_Management_97.pdf,,,,,,,2024:03:11 11:50:12-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:15-04:00,2024:04:18 13:23:15-04:00,2024:04:18 13:23:15-04:00,2017-01-05_Dollar_Tree_Inc_Announces_Management_97.pdf,rw-r--r--,46 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,3,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Announces Management Changes",,,,,
2017-02-22_Dollar_Tree_Inc_to_Host_Fourth_Quarter_Earnings_96.pdf,,,,,,,2024:03:11 11:50:11-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2024:04:18 13:24:02-04:00,2017-02-22_Dollar_Tree_Inc_to_Host_Fourth_Quarter_Earnings_96.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Host Fourth Quarter Earnings Conference Call",,,,,
2017-03-01_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_95.pdf,,,,,,,2024:03:11 11:50:10-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:18-04:00,2024:04:18 13:23:26-04:00,2024:04:18 13:23:26-04:00,2017-03-01_Dollar_Tree_Inc_Reports_Results_for_the_Fourth_95.pdf,rw-r--r--,71 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,9,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Fourth Quarter and Fiscal Year 2016",,,,,
2017-05-25_Dollar_Tree_Inc_Reports_Results_for_the_First_93.pdf,,,,,,,2024:03:11 11:50:09-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:22-04:00,2024:04:18 13:23:32-04:00,2024:04:18 13:23:32-04:00,2017-05-25_Dollar_Tree_Inc_Reports_Results_for_the_First_93.pdf,rw-r--r--,73 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,10,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the First Quarter Fiscal 2017",,,,,
2017-05-25_Dollar_Tree_Inc_to_Present_at_RBC_Capital_Markets__92.pdf,,,,,,,2024:03:11 11:50:08-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:06-04:00,2024:04:18 13:24:06-04:00,2024:04:18 13:24:06-04:00,2017-05-25_Dollar_Tree_Inc_to_Present_at_RBC_Capital_Markets__92.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Present at RBC Capital Markets Consumer and Retail Conference",,,,,
2017-08-24_Dollar_Tree_Inc_Reports_Results_for_the_Second_89.pdf,,,,,,,2024:03:11 11:50:04-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:19-04:00,2024:04:18 13:23:24-04:00,2024:04:18 13:23:24-04:00,2017-08-24_Dollar_Tree_Inc_Reports_Results_for_the_Second_89.pdf,rw-r--r--,76 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,10,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. Reports Results for the Second Quarter Fiscal 2017",,,,,
2017-08-30_Dollar_Tree_Inc_to_Present_at_Goldman_Sachs_88.pdf,,,,,,,2024:03:11 11:50:03-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:00-04:00,2024:04:18 13:24:00-04:00,2024:04:18 13:24:00-04:00,2017-08-30_Dollar_Tree_Inc_to_Present_at_Goldman_Sachs_88.pdf,rw-r--r--,37 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree, Inc. to Present at Goldman Sachs Global Retailing Conference",,,,,
2017-08-31_Dollar_Tree_Commits_500_000_in_Assistance_to_87.pdf,,,,,,,2024:03:11 11:50:03-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:24:04-04:00,2024:04:18 13:24:04-04:00,2024:04:18 13:24:04-04:00,2017-08-31_Dollar_Tree_Commits_500_000_in_Assistance_to_87.pdf,rw-r--r--,39 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,1,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,"Dollar Tree Commits $500,000 in Assistance to Hurricane Harvey Disaster Relief Efforts",,,,,
2018-01-16_Dollar_Tree_Appoints_Stephanie_Stahl_to_Its_Board__83.pdf,,,,,,,2024:03:11 11:50:00-04:00,,wkhtmltopdf 0.12.5,,,,,,,.,,,,10.80,2024:04:18 13:23:47-04:00,2024:04:18 13:23:47-04:00,2024:04:18 13:23:47-04:00,2018-01-16_Dollar_Tree_Appoints_Stephanie_Stahl_to_Its_Board__83.pdf,rw-r--r--,39 kB,PDF,pdf,,,,,,,,,,,,,,No,,,,,,,,application/pdf,,,,2,,UseOutlines,1.4,Qt 4.8.7,,,,,,,,,,,,,,,,,,,Dollar Tree Appoints Stephanie Stahl to Its Board of Directors,,,,,
