SourceFile,AToB0,AToB1,AToB2,Author,BlueMatrixColumn,BlueTRC,BToA0,BToA1,BToA2,CMMFlags,ColorSpaceData,Company,ConnectionSpaceIlluminant,ContentTypeId,Coverage,Created,CreateDate,CreationDate,Creator,CreatorSubTool,CreatorTool,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,Directory,DocID,DocumentID,Encryption,Error,ExifToolVersion,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FilesCount,FilesInstanceID,FileSize,FilesPagenr,FilesRenditionClass,FilesType,FileType,FileTypeExtension,FontComposite,FontFace,FontFamily,FontFileName,FontName,FontsFontfile,FontsLocation,FontsName,FontsProtection,FontsType,FontType,FontVersion,Format,Gamut,GreenMatrixColumn,GreenTRC,GTS_PDFXConformance,GTS_PDFXVersion,HasVisibleOverprint,HasVisibleTransparency,HasXFA,HistoryAction,HistoryChanged,HistoryInstanceID,HistoryParameters,HistoryParams,HistorySoftwareAgent,HistoryWhen,Hshrink,Hsize,IManageFooter,IngredientsDocumentID,IngredientsFilePath,IngredientsInstanceID,InksAngle,InksAttribute,InksB,InksBook,InksDotshape,InksEgname,InksFrequency,InksG,InksName,InksPrintingmethod,InksR,InksType,InstanceID,Keywords,Language,LastSaved,LayersLocked,LayersName,LayersPrintable,LB_TRACKING_NAME,LbTrackingName,Linearized,LineCount,Luminance,ManifestLinkForm,ManifestPlacedResolutionUnit,ManifestPlacedXResolution,ManifestPlacedYResolution,ManifestReferenceDocumentID,ManifestReferenceFilePath,ManifestReferenceInstanceID,Margbot,Margleft,Margright,Margtop,MaxPageSizeH,MaxPageSizeUnit,MaxPageSizeW,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,MetadataDate,MIMEEncoding,MIMEType,ModDate,ModifyDate,MSIP_Label_1a04591e-2156-4e7e-b8dc-60ccb91b4f06_ActionId,MSIP_Label_1a04591e-2156-4e7e-b8dc-60ccb91b4f06_ContentBits,MSIP_Label_1a04591e-2156-4e7e-b8dc-60ccb91b4f06_Enabled,MSIP_Label_1a04591e-2156-4e7e-b8dc-60ccb91b4f06_Method,MSIP_Label_1a04591e-2156-4e7e-b8dc-60ccb91b4f06_Name,MSIP_Label_1a04591e-2156-4e7e-b8dc-60ccb91b4f06_SetDate,MSIP_Label_1a04591e-2156-4e7e-b8dc-60ccb91b4f06_SiteId,MSIP_Label_c4893c79-056d-44f5-9e05-582500cb3434_ActionId,MSIP_Label_c4893c79-056d-44f5-9e05-582500cb3434_ContentBits,MSIP_Label_c4893c79-056d-44f5-9e05-582500cb3434_Enabled,MSIP_Label_c4893c79-056d-44f5-9e05-582500cb3434_Method,MSIP_Label_c4893c79-056d-44f5-9e05-582500cb3434_Name,MSIP_Label_c4893c79-056d-44f5-9e05-582500cb3434_SetDate,MSIP_Label_c4893c79-056d-44f5-9e05-582500cb3434_SiteId,MSIP_Label_d6ae8f59-cce7-439a-b19a-9bad7dffa606_ActionId,MSIP_Label_d6ae8f59-cce7-439a-b19a-9bad7dffa606_ContentBits,MSIP_Label_d6ae8f59-cce7-439a-b19a-9bad7dffa606_Enabled,MSIP_Label_d6ae8f59-cce7-439a-b19a-9bad7dffa606_Method,MSIP_Label_d6ae8f59-cce7-439a-b19a-9bad7dffa606_Name,MSIP_Label_d6ae8f59-cce7-439a-b19a-9bad7dffa606_SetDate,MSIP_Label_d6ae8f59-cce7-439a-b19a-9bad7dffa606_SiteId,MSIP_LabelC4893c79-056d-44f5-9e05-582500cb3434_ActionId,MSIP_LabelC4893c79-056d-44f5-9e05-582500cb3434_ContentBits,MSIP_LabelC4893c79-056d-44f5-9e05-582500cb3434_Enabled,MSIP_LabelC4893c79-056d-44f5-9e05-582500cb3434_Method,MSIP_LabelC4893c79-056d-44f5-9e05-582500cb3434_Name,MSIP_LabelC4893c79-056d-44f5-9e05-582500cb3434_SetDate,MSIP_LabelC4893c79-056d-44f5-9e05-582500cb3434_SiteId,MSIP_LabelD6ae8f59-cce7-439a-b19a-9bad7dffa606_ActionId,MSIP_LabelD6ae8f59-cce7-439a-b19a-9bad7dffa606_ContentBits,MSIP_LabelD6ae8f59-cce7-439a-b19a-9bad7dffa606_Enabled,MSIP_LabelD6ae8f59-cce7-439a-b19a-9bad7dffa606_Method,MSIP_LabelD6ae8f59-cce7-439a-b19a-9bad7dffa606_Name,MSIP_LabelD6ae8f59-cce7-439a-b19a-9bad7dffa606_SetDate,MSIP_LabelD6ae8f59-cce7-439a-b19a-9bad7dffa606_SiteId,Newlines,NPages,Nrpages,OriginalDocumentID,PageCount,PageLayout,PagelistEnd,PagelistInks,PagelistStart,PDFVersion,PlateNames,PrimaryPlatform,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,Readerspread,RedMatrixColumn,RedTRC,Refresh,RenderingIntent,RenditionClass,Screenreg,SourceModified,Startlogpage,StartupProfile,Subject,SwatchColorantA,SwatchColorantB,SwatchColorantBlack,SwatchColorantBlue,SwatchColorantCyan,SwatchColorantGreen,SwatchColorantL,SwatchColorantMagenta,SwatchColorantMode,SwatchColorantRed,SwatchColorantSwatchName,SwatchColorantTint,SwatchColorantType,SwatchColorantYellow,SwatchGroupName,SwatchGroupType,SWDocID,TaggedPDF,Technology,ThumbnailFormat,ThumbnailHeight,ThumbnailImage,ThumbnailWidth,Title,Trapped,Units,UserAccess,VersionID,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Vshrink,Vsize,Warning,WordCount,XMPToolkit,XPressPrivate
191ca5c8-0f6c-442b-a396-fffeb1d476f6.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:28-04:00,2024:04:18 14:18:28-04:00,2024:04:18 14:18:28-04:00,191ca5c8-0f6c-442b-a396-fffeb1d476f6.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19a19b47-a97f-488d-883d-3821978dbc3f.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:11-04:00,2024:04:18 14:18:11-04:00,2024:04:18 14:18:11-04:00,19a19b47-a97f-488d-883d-3821978dbc3f.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cfec5d1-a057-4ae8-aa26-03c5e99316a6.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:31-04:00,2024:04:18 14:18:31-04:00,2024:04:18 14:18:31-04:00,1cfec5d1-a057-4ae8-aa26-03c5e99316a6.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d464500-fdf3-478c-8037-6c1ed83704c3.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:05-04:00,2024:04:18 14:18:05-04:00,2024:04:18 14:18:05-04:00,1d464500-fdf3-478c-8037-6c1ed83704c3.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d98449b-93bf-4daf-9010-109fa15bc663.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:28-04:00,2024:04:18 14:18:28-04:00,2024:04:18 14:18:28-04:00,1d98449b-93bf-4daf-9010-109fa15bc663.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f15d1ed-25a8-4344-a182-757514ccc1b1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:29-04:00,2024:04:18 14:18:29-04:00,2024:04:18 14:18:29-04:00,1f15d1ed-25a8-4344-a182-757514ccc1b1.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1q16-adj-debt-to-ebitdar-calculation-final.pdf,,,,icj01,,,,,,,,,,,,,2016:05:16 12:27:00-04:00,,Microsoft® PowerPoint® 2013,,,,,,,,,,,,,.,,,,,12.70,2024:04:18 14:19:11-04:00,2024:04:18 14:19:11-04:00,2024:04:18 14:19:11-04:00,1q16-adj-debt-to-ebitdar-calculation-final.pdf,-rw-r--r--,,,116 kB,,,,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en-US,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,application/pdf,,2016:05:16 12:27:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1.5,,,Microsoft® PowerPoint® 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Title – Impact 38pt. (Initial Caps),,,,,,,,,,,,,,
2018-q2-store-map.pdf,,,,,,,,,,,,,,,,,2018:08:07 09:43:19-04:00,,,,Microsoft® PowerPoint® 2016,,,,,,,,,,,.,,uuid:a3cedcd1-74d9-4cdc-99b4-9038b8f653fd,,,12.70,2024:04:18 14:19:11-04:00,2024:04:18 14:19:11-04:00,2024:04:18 14:19:11-04:00,2018-q2-store-map.pdf,-rw-r--r--,,,70 kB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:5db48599-22b6-45a5-9701-f724c39029db,,en-US,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,2018:08:14 11:07:26+01:00,,application/pdf,,2018:08:14 11:07:26+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1.5,,,Microsoft® PowerPoint® 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,[Minor] Ignored duplicate Info dictionary,,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",
2019_Responsibility%20Report_FINAL.pdf,,,,,,,,,,,,,,,,,2019:07:08 10:34:19-04:00,,Adobe InDesign 14.0 (Macintosh),,Adobe InDesign 14.0 (Macintosh),xmp.did:c608e9b4-050f-4562-bac2-119cfe2447bd,xmp.iid:c608e9b4-050f-4562-bac2-119cfe2447bd,xmp.did:38f4f970-ea91-486c-9b67-3707c6094579,default,,,,,,,.,,xmp.id:34bedce1-5461-4750-8a88-08ab5c261dd9,,,12.70,2024:04:18 14:18:47-04:00,2024:04:18 14:18:49-04:00,2024:04:18 14:18:49-04:00,2019_Responsibility%20Report_FINAL.pdf,-rw-r--r--,,,29 MB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,,Adobe InDesign CC 14.0 (Macintosh),2019:07:08 10:34:19-04:00,,,,,,,,,,,,,,,,,,,uuid:e2e71a76-6d0d-b847-b24b-73898a99847a,,en-US,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,2019:07:08 10:37:26-04:00,,application/pdf,,2019:07:08 10:37:26-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xmp.did:38f4f970-ea91-486c-9b67-3707c6094579,120,,,,,1.7,,,Adobe PDF Library 15.0,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,"Adobe XMP Core 5.6-c016 91.163616, 2018/10/29-16:58:49        ",
2020%20Workforce%20Diversity.pdf,,,,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,"Not Embedded, Independent","RGB ",,0.9642 1 0.82491,,,,2021:08:02 11:54:06,,PDFium,,PDFium,,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,.,,uuid:b67625a5-46d0-442e-a4b2-ca90779572cc,,,12.70,2024:04:18 14:19:05-04:00,2024:04:18 14:19:05-04:00,2024:04:18 14:19:05-04:00,2020%20Workforce%20Diversity.pdf,-rw-r--r--,,,809 kB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:b8912c94-e6f7-4194-8ff9-3d2de75f6d9a,,,,,,,,,No,,76.03647 80 87.12462,,,,,,,,,,,,,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,2021:08:02 12:09:04-04:00,,application/pdf,,2021:08:02 12:09:04-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1.7,,Microsoft Corporation,PDFium,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,acsp,0,2.1.0,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,Perceptual,,,,,,,,,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,,,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,"Adobe XMP Core 5.6-c015 84.159810, 2016/09/10-02:41:30        ",
2021_AnnualReport_IR_Site_FINAL.pdf,,,,,,,,,,,,,,,,,2022:03:23 10:39:16-04:00,,Adobe InDesign 17.1 (Macintosh),,Adobe InDesign 17.1 (Macintosh),xmp.did:2c50962c-4144-48cf-a4ce-22580efc2ce5,xmp.iid:2c50962c-4144-48cf-a4ce-22580efc2ce5,xmp.did:3f33b15b-302a-4efc-bae3-4352b1fd14e4,default,,,,,,,.,,xmp.id:e1300171-3a14-4e50-9d2d-32f335bd0cfd,,,12.70,2024:04:18 14:18:35-04:00,2024:04:18 14:18:37-04:00,2024:04:18 14:18:37-04:00,2021_AnnualReport_IR_Site_FINAL.pdf,-rw-r--r--,,,16 MB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,,,PDF/X-1a:2001,PDF/X-1:2001,,,No,converted,/,,from application/x-indesign to application/pdf,,Adobe InDesign 17.1 (Macintosh),2022:03:23 10:39:16-04:00,,,,,,,,,,,,,,,,,,,uuid:9e488bf2-0fbe-42ee-a91f-54820f4c9101,,en-US,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,2022:03:24 15:16:48-04:00,,application/pdf,,2022:03:24 15:16:48-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xmp.did:3f33b15b-302a-4efc-bae3-4352b1fd14e4,86,,,,,1.4,,,Adobe PDF Library 16.0.5,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_AR_Cover_IR_Site.indd,False,,,1,,,,,,,,,"Adobe XMP Core 5.2-c001 63.139439, 2010/09/27-13:37:26        ",
2021_HD_10K_.pdf,,,,anonymous,,,,,,,,,,,,,2022:03:23 21:10:54Z,,anonymous,,Workiva,,,,,,,,,,,.,,uuid:91781dc6-5bd7-4ae3-8cbb-32def38c57d0,,,12.70,2024:04:18 14:18:37-04:00,2024:04:18 14:18:37-04:00,2024:04:18 14:18:37-04:00,2021_HD_10K_.pdf,-rw-r--r--,,,3.8 MB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d6b71488-0128-4869-8692-17dfc7af19de,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,2022:03:23 17:11:45-04:00,,application/pdf,,2022:03:23 17:11:45-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,1.4,,,Wdesk Fidelity Content Translations Version 006.001.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD_10K_01.30.2022,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
2022%20Proxy%20Statement%20-%20Final.pdf,,,,anonymous,,,,,,,,,,,,,2022:04:01 17:41:59+00:00,,Workiva,,,,,,,,,,,,,.,,,,,12.70,2024:04:18 14:18:56-04:00,2024:04:18 14:18:57-04:00,2024:04:18 14:18:57-04:00,2022%20Proxy%20Statement%20-%20Final.pdf,-rw-r--r--,,,11 MB,,,,PDF,pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,application/pdf,,2022:04:01 17:41:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,1.4,,,Wdesk Fidelity Content Translations Version 006.001.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD - 2022 Proxy Statement,,,,,,,,,,,,,,
2022_ESG_Report_final_4.pdf,,,,,,,,,,,,,,,,,2022:10:06 10:47:55-04:00,,Adobe InDesign 17.4 (Macintosh),,Adobe InDesign 17.4 (Macintosh),xmp.did:276a1c1e-d66b-4e90-bd68-218e5c0c8f53,xmp.iid:276a1c1e-d66b-4e90-bd68-218e5c0c8f53,xmp.did:38f4f970-ea91-486c-9b67-3707c6094579,default,,,,,,,.,,xmp.id:c1fa7ccf-a6d3-470c-904d-0cff354fa052,,,12.70,2024:04:18 14:17:56-04:00,2024:04:18 14:17:57-04:00,2024:04:18 14:17:57-04:00,2022_ESG_Report_final_4.pdf,-rw-r--r--,,,15 MB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,,Adobe InDesign 17.4 (Macintosh),2022:10:06 10:47:55-04:00,,,,,,,,,,,,,,,,,,,uuid:153eefc2-9988-42e7-a062-e4cb42a98bb3,,en-US,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,2022:10:06 14:09-04:00,,application/pdf,,2022:10:06 14:09:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xmp.did:38f4f970-ea91-486c-9b67-3707c6094579,98,,,,,1.7,,,Adobe PDF Library 16.0.7,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
2023%20Annual%20Report%20-%20Combined.pdf,,,,,,,,,,,,,,,,,2024:03:28 11:27:30-04:00,,Adobe Acrobat Pro 2020 20.1.30002,,Adobe Acrobat Pro 2020 20.1.30002,,,,,,,,,,,.,,uuid:08128407-fa70-4b4d-a6d9-24b3d4ab30f7,,,12.70,2024:04:18 14:18:58-04:00,2024:04:18 14:19:03-04:00,2024:04:18 14:19:03-04:00,2023%20Annual%20Report%20-%20Combined.pdf,-rw-r--r--,,,46 MB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:0190d3b0-46b2-449d-9e0b-a998165faec8,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,2024:03:28 11:27:30-04:00,,application/pdf,,2024:03:28 11:27:30-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,1.7,,,Adobe Acrobat Pro 2020 20.1.30002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164374, 2020/03/05-20:41:30        ",
2023%20Home%20Depot%20ESG%20Report_vF.4_7.25.23%20%28compressed%29.pdf,,,,anonymous,,,,,,,,,,,,,2023:07:26 19:23:07Z,,anonymous,,Workiva,,,,,,,,,,,.,,uuid:2fd1465e-fc32-4181-aee2-dd234e75077f,,,12.70,2024:04:18 14:19:06-04:00,2024:04:18 14:19:10-04:00,2024:04:18 14:19:10-04:00,2023%20Home%20Depot%20ESG%20Report_vF.4_7.25.23%20%28compressed%29.pdf,-rw-r--r--,,,53 MB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uuid:d4e01eb4-ce6c-4e3c-aadc-370b92f1beda,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,2023:07:26 15:31:10-04:00,,application/pdf,,2023:07:26 15:31:10-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,1.4,,,Wdesk Fidelity Content Translations Version 008.001.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Home Depot ESG,,,,,,,,,,,,,"Adobe XMP Core 5.6-c017 91.164464, 2020/06/15-10:20:05        ",
2023_Responsible_Sourcing_Report_Final.pdf,,,,,,,,,,,,,,,,,2023:07:24 15:34:12-04:00,,Adobe InDesign 18.4 (Macintosh),,Adobe InDesign 18.4 (Macintosh),xmp.did:2dddcdef-21f6-437b-886c-29f790ef8bf5,xmp.iid:7606d7d0-1efc-495a-8f35-a5612e513492,xmp.did:cc23eee5-62d7-489c-99a1-6758a34cc5fb,default,,,,,,,.,,xmp.id:a74bb2f4-0aad-4ded-8e73-fe9f37c23bc9,,,12.70,2024:04:18 14:17:55-04:00,2024:04:18 14:17:55-04:00,2024:04:18 14:17:55-04:00,2023_Responsible_Sourcing_Report_Final.pdf,-rw-r--r--,,,3.3 MB,,,,PDF,pdf,,,,,,,,,,,,,application/pdf,,,,,,,,,converted,/,,from application/x-indesign to application/pdf,,Adobe InDesign 18.4 (Macintosh),2023:07:24 15:34:12-04:00,,,,,,,,,,,,,,,,,,,uuid:a799a869-b1f1-544d-82fa-aa13e0dd1e92,,en-US,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,2023:07:24 15:41:17-04:00,,application/pdf,,2023:07:24 15:41:17-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xmp.did:cc23eee5-62d7-489c-99a1-6758a34cc5fb,19,,,,,1.7,,,Adobe PDF Library 17.0,,,,,,,,,,,,,,,,proof:pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,"Adobe XMP Core 9.1-c001 79.2a0d8d9, 2023/03/14-11:19:46        ",
21548670-8ade-4cdc-8e24-753b7722c240.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:25-04:00,2024:04:18 14:18:25-04:00,2024:04:18 14:18:25-04:00,21548670-8ade-4cdc-8e24-753b7722c240.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228ef554-d3ce-4f38-a120-eb017bb5aa95.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:25-04:00,2024:04:18 14:18:25-04:00,2024:04:18 14:18:25-04:00,228ef554-d3ce-4f38-a120-eb017bb5aa95.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,12.70,2024:04:18 14:17:28-04:00,2024:04:18 14:17:28-04:00,2024:04:18 14:17:28-04:00,23,-rw-r--r--,,,698 bytes,,,,HTML,html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text/html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;url='https://corporate.homedepot.com/sites/default/files/THD%20RS%20Standards%20Revised%2006-19-2019%20-%20Spanish.pdf',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redirecting to https://corporate.homedepot.com/sites/default/files/THD%20RS%20Standards%20Revised%2006-19-2019%20-%20Spanish.pdf,,,,,,,,,,,,,,
23eb2149-e17d-4b40-b06a-9d2d3de72843.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,File is empty,12.70,2024:04:18 14:18:19-04:00,2024:04:18 14:18:19-04:00,2024:04:18 14:18:19-04:00,23eb2149-e17d-4b40-b06a-9d2d3de72843.pdf,-rw-r--r--,,,0 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
